score,content
1,做 一个 心理 垃圾
1,不 完 啦 哼
0,因为 说话 挺 幽默
1,大哭 辅助 不好 使
1,还是 垃圾 呢
0,指望 吃饭 读者 没 办法 控制
1,伤心 又 烦恼 知道
0,做 为 禽兽 开心
0,膜拜 吧 哇 哈哈
1,估计 小时候 可能 会 喜欢 现在 危险
0,其 塘沽 什么 好吃 很
0,都 喜欢 看 什么 漫画
0,成熟 女人 上网 一般 找 什么
0,新 模式 合法 女孩 托头 键盘 联系
1,说 的话 声音 太 难听
0,昨日 辉煌 谁 看淡 昨日 各省 谁 长短
0,飞扬 哥哥 晚上 好
0,请说出 韩国 最佳 女子 组合 几个
0,觉得 做 那种 人 最 幸福
0,雨涵 这次 不错
1,暗黑 破坏神 最 穿越 多久 没 更
0,平凡 发现 你们 哪边 人 很 喜欢 吃 粽子
0,别一 上来 就 甲级
0,问 明白 请 跟 疯姐 看 咋样
0,当真 纣 实景 哇哇
0,说 富足 发达 头脑 简单
1,要 知道 只要 阳光 地方 必然 会 黑暗 往好 看 就行了
1,骂 病 神经 毛病 脑残 脑子 进水 吧
1,哦 妹妹 辛苦
1,刚 无聊 来 陪我玩
1,你们 投诉 电话 好多
0,大笑 几声 给 听听
0,快点 发 关于 大自然 文章
1,终于 把 他 弄 无语
1,机器人 给 哥来 个 色情片 看看
1,哇 俄 讨厌
0,求赞求 赞求 赞 解封 必回
0,列表 回赞 诚信 互赞 有赞 必回
1,太 无聊 看 电影 拉手 网
0,雪碧 红茶 绿茶 可乐 喜欢 哪个
0,我们 美女 最 多
1,就 看 都 不 好看 法国
1,回话 太晚 不 礼貌 哦
1,他妈的 到底 几岁
1,变态 服 擦
0,滑雪 很 有趣
1,人品 不 善良
0,山东 五星级 酒店 什么
0,呵呵 会 谢谢 关心
0,我们 很 美丽
1,他 想 唱歌 但是 感觉 唱歌 很 垃圾
1,甜蜜蜜 个 笨蛋
0,喜欢 一个 女孩 但是 她 不理
0,痴情 为 谁 而
0,投缘 好看 不
1,不 玩 呵呵
1,真 恶心 看见 就 想 吐
1,云播 播放 未知 错误
1,做 什么 表情 发怒
0,加 真正 带 稳 赚
0,雄鹰 比猪 懂事
1,鄙视 英语 什么
0,怎么 还 高兴 过 呢
1,社会 很 现实 现实 很 残酷
0,老公 包 饺子 很漂亮 他 部队 学
1,什么 方法 可以 解除 烦恼
1,现在 心情 不好 讲个 笑话 给 听听
0,啥 晚 又 不错
0,依依 也 美
0,打电话 什么 优惠
1,切 就 连 最 基本 谈话 都 不行
0,小敏 上班 舒服 噢
0,婷 想 明白 没骗
1,女 就 不 聊
0,真心 不 知道 说 什么 要 不换个 说法 试试
0,对 已 得到 感到 满足 求一 成语
0,万蛋 也 认
0,希望 明天 运气 能 好 一点
1,全杀 怎样 空气 上 还 会 病毒
0,哎 呦 喂 估计 喜欢
0,都 好看 难度 绿 冬天
0,女 短发 好看 还是 长发 好看
0,冷姐 喜欢 流云
0,呵呵 挺 喜欢 笑 没 别的 意思
0,正确 接吻 着 呢
1,不行 说 妹子 就是 妹子
1,这里 婆婆 困难 好
1,等 下 去 老板 拿 投诉
1,真心 怀疑 不 也 机器人
0,支持 下载 不
1,为什么 总有 那么 几天 心情 会 很 烦闷 呢
1,她 吵 没意思
0,小月 祝 大家 新年快乐 马年 吉祥
0,哈哈 这些 机器人 换真 好笑
1,嘘 其实 火星人 哦
0,哎 烦 感觉 吃醋
0,健康 就是 财富
0,左 总 今晚 精神
0,临安 约束 省 分 慨然 状况
0,小爱 喜欢 胡一菲
0,应该 说 很 高兴 见到
0,发 完整 怎么 又 发 一半
1,打牌 很 无聊 咯
0,早晚 上 好
1,滚 吧 还 夸奖
1,目中无人 什么 意思
1,那好 吧 勉强 答应
1,这 玩意 不太好 用
1,讲 笑话 怎么 都 那么 不好 听 呢
1,现在 非常 不 满意 怎么办
1,这 就是 虚伪
1,小 二 太 无聊
0,名片 互赞 有赞 必回 主动 没 人 自觉 谢谢
0,文明 展现 给 人 人 有意思
1,连神 都 能 走 算 毛 急死人
0,元宵 快乐 今天 因
0,好好 叫 名行
0,像 一样 聪明 可爱
1,正 无聊 呢
1,下流 一会 嘛
0,哈哈 真的 太 可爱
1,如果 天气 不 对 怎么办
0,他 很 喜欢 明星
1,无聊 不行 陪 聊 会儿 天 吧
1,微笑 也 坏蛋 群里
1,把 骂人 的话 都 忽略
1,切 猜 不 对 瓦
1,恨 恨 每当 想起 曾经
0,最 完整 古
0,呵呵 很 期待 那天 哟
0,愿意 服务 弟弟
0,回 如来 神掌
0,才 渊博 需要 敬仰
1,今天 跑步 跑 很 不爽 跑 快 跑 死
1,安慰 下 群主 他 失恋
0,真的 真的 真的 真的 真的 真的 登 真的 好 漂亮
0,给 播放 美丽 闲话 这 首歌
0,找 几个 精美图片
1,免费 垃圾 出来
1,这个 骗子 机器人
1,不行 弄 明白 我要 睡觉
0,男人 跟 男人 聊天 有意思 不
0,雪兔 晚上 好
0,咋 老 占 便宜 呢 谁
1,靠 跟 聊 很 没劲
1,现在 真 无聊 发个 笑话 来 弟弟
1,就是 苹果 知道 一个 超级 弱智
0,那 干嘛 叫 正经 点
0,单身 自由 就是 睡觉
0,一生 中 最好 朋友
1,不 和谐 和谐
0,对 着 电脑 能 干嘛
1,骂人 没有 吧 自己 蠢 看不懂
0,想 女朋友 表白 如果 他 拒绝 怎么办
0,就 喜欢 女孩
0,喜欢 文学 嘛
1,汗 小金 做弊 不好
1,也 喜欢 听 伤心 歌
0,圣诞节 要 送 对象 什么 东西 跑 才 会 满意
0,美丽 玲珑 验证
1,哈哈 好 难过
0,知道 越来越 喜欢
0,说 点 有关 好话 喜欢 听 表扬 的话
1,给 福建 报告 见风使舵
0,说 小 郭 真 漂亮
1,就素 说 吖 好 无聊
0,毛 爷爷 说 有种 放学 别 走 小店 口门 等
1,好人 如此 一场空
0,那 还 说 流行
1,我们 能聊 色情
0,好好 努力 还有 好 呢
1,说 不惑 逗 比
0,环境 健康 都 好久 发货 健康 粉红色 接口 返回 健康
1,太 无聊 网吧
1,爱情 系 幸福 还是 痛苦
1,跟 陌生人 吵 不 起来
0,呵呵 回答 有意思
0,元宝 中午 好
0,激动 死 拉 还 以为 身体 上 支持 呢
0,戈萨 各色 公司 如果 红色
0,说 也 对 就 喜欢 坏 坏
1,你妹 搞 这么 多 浪费 流量 事
1,不好 叫 丁丁
1,群主 变态 吧
0,知道 双子座 幸运 数字
0,也 喜欢 讲话
1,小贝 贝 快给我 打发 无聊
1,一点 都 不好玩 起床 去
0,也 文明 好 不
0,很 同意 怎么 重装系统
1,好 好 改 就是 好 讨厌 哦
0,好 吧 那 给 讲点 有趣 事 吧
0,难道 爱 上 风流 少爷
1,队 对 牙 不好
0,现在 命令 好使
1,到位 还 分析 挺快 可惜
1,好像 老婆 大 哥哥 乱哄哄 回来
1,究竟 谁 不在乎 谁
0,你好 能 告诉 深圳 福田区 卓越 大厦 附近 交通 拥挤
0,物理题 不会 想 问 一下
0,哈林 歌 好听
1,但点 都 不好 笑 头 前一刻 吧
0,我们 还是 聊点 轻松 玩 一场 梦
0,聊 健康 吧
0,好 啦 亲 一口
0,嘿嘿 小鱼 精 也 很 高兴 认识 哦
0,去 去 去 边玩 去 别 打扰 做饭
0,熙 更 喜欢 那个
0,要 主动 跟 聊天
0,幸福 没 睡醒 努力 两 星期 都 没加
0,坚 中意 呼
1,回 神马 话 牛头不对 牛尾
0,们 做 爱好
0,角色 什么 最好
0,东莞 天气 帮 我查 一下 谢谢
1,真 无聊 还好 狗 宝贝
1,那么 讨厌 说 说
1,讨厌 傲气 人 呢
0,小坏 太 聪明
0,岁 男孩 穿 什么样 衣服 才 好看
1,英雄 都 过去 心疼 过去
1,机器人 去 死 嘻嘻
0,尊贵 乖 妹妹 我们 俩 单挑
0,嗯 十万 算 有钱
0,开心 姐 咪咪 大
0,緈 福 小轩 说点 真实
0,真有 礼貌 机器人
0,欢迎 幸福 人生 通过 隐藏 那段 情 批准 入 群
1,谢谢 小美 比 傻瓜 笨蛋 强多
0,睡 最 美丽
1,我要 听 一首 忘情水
0,为了 社会 更加 和谐 所以 必须 猪
0,以后 有事 尽量 说 很大 度
0,可是 太 可爱 一定 要 打
1,你们 用 陌 陌刷 广告 现在 封号 严重
1,五五 八一 讽刺 怎样 识别 真伪
0,一定 会 因为 这 里面 这么 多 开心 人
0,咳咳 为啥 关注 几个 都 没有 消息
1,对于 日本 可恶 行为 我们 应不应该 看 火影忍者
1,愿意哦 就 看 谁 标的 价高 不要 多 五块 就 好
0,好 吧 美女 名字
1,怎么办 专业 不好
0,实在 太 喜欢 多 大
1,发口 口号 发过来 嘛 这个 不好 发
0,这么 勤快 老板 有发 奖金
1,攻击 他 见 失败
0,非常 完美 非常 好看 哈
1,人生 自古 空余恨 为什么
1,看 程序 出错 无聊
1,地下城 号 封
0,代表 合法 业
1,讨厌 死人 啦
1,疯狂 六十 秒
0,我要 找 十八岁 以上 美女
0,今天 干什么 最好
1,对 句号 表示 很 无语
0,广州 至 上海 船票 票价
0,连 鹅掌 该 笑 好 可爱
1,你们好 向 很 无聊
0,好样 就 特 喜欢
0,人家 小 清新
1,表白 时候 说不出 话 来
0,好 喜欢 春春
0,首先 谢谢 安娜
1,音乐 还是 会 心疼
0,天空 一声 雷响 闪亮 登场
0,为什么 美元 那么 值钱
0,还 挺会 找 客观 理由
1,霸气 讨厌 银
1,搜索 疯狂 猜图
0,贝贝 真实 姓名 什么
1,为什么 他们 都 怀疑 都 不 相信 为什么
0,那 说明 博大 智慧 嘻嘻 开玩笑 想 问问 小 口才好
0,最好 只能 人
0,他 说 很 好玩 滴
0,买 什么 好吃 呢
1,因为 跟 聊天 高兴 不行
0,说 帅 咯 赞 聪明 好 下次 再聊
0,来个 美女 微 信号
0,低 呢 还 真正
1,宫羽 昨天 抢钱 犯弄 几点
0,向 主席 敬礼
0,呵呵 象 这样 爱问 问题 人 烦 还 愿意 玩
0,玩 呗 还 能 干嘛
0,看 真 性感
0,永远 支持
0,问 下 好玩 一万 点
0,谈恋爱 结婚 那
1,天 变态
1,很 讨厌 苹果公司 四
0,喜欢 郭德纲 不
1,中国 几个 残暴 皇帝
1,聊天 不好玩 不想 玩
1,活去 死 啦
1,以为 管理 就 可以 骂人
0,喜欢 文 怎么办
0,要么 就 只能 喜欢
0,可以 很 开心
1,无 语 还 解释 成语
0,去 找个 聪明 说
0,因为 挺 笨 所以 挺多人 喜欢
0,对 哦 就是 喜欢 小 聊天
1,人生 多 没意思 真想用 一瓶 毒药 把 自己 解决
1,回答 太 敷衍 啦
0,哪个 美女 最 性感
0,神偷 奶爸 二 好看
0,机器人 也 想 美女
1,不行 给 买 去
1,改名 冷清 一笑 丶 倾所爱
1,心里 好 难过 被 伤害
0,那 列出来 吧 谢谢
0,这个 卡通 真 有趣
0,女人 谢谢 太好了
0,大 妹子 喜欢 大神 大神 却 喜欢 女神
0,求赞求 转 空间 说 说 长期 赞 加 好友
0,玲珑 这 下发
0,说 男人 为什么 要 喜欢 一个 人
0,只 对 钟情
0,你好 吃饭 没有 啦 谢谢
0,超级 管家 爱上 上
1,抚衿长 叹息 不觉 涕 沾 胸
0,那 教 怎样 谈恋爱 吧
0,秒 回 互赞
0,那 什么 好吃 东西 给 吃
0,内心 软弱 打扮 自己
1,心情 不好 快死了
0,又 被 踢出去 一次 而 勇敢 回来
1,我要 搜 骂人 的话
0,和谐 您 妹
1,伤心 头盔 光子 头盔 表情 流汗
0,偶尔 吧 这 机器人 真 聪明
1,呵呵 一个 人 心痛 没有 人能 懂
0,同意 把 升级 小坏
0,小夕 提高 下 爆率 好玩 点
1,哎呀 跟 说话 真 没劲
1,孤独 享受 帥哥
1,哪里 欺骗 感情
1,彦 彬 淫荡
1,小虫 可以 装傻 点 我怕 抢 不过
1,不行 那 都
0,就是 宝贝 大家 开心 就 好
0,认为 漂亮
0,都 什么 时代 现在 流行 早恋
0,求赞求 赞 求 主动 有赞 必回
1,给爷 笑 一个 爷 心情 不好
1,刚刚 试 问 叫 啥 又 说 回来 说话 还 不行 不会 变通
1,麻烦 帮 找 一下 好 机器人
1,谦虚 过度 就是 虚伪 懂
0,什麼 手機 游戲 好玩
0,很 喜欢 进 厨房
0,痴梦 真是 实诚 人儿
0,要 猪 和谐 相处
0,凤凰 传奇 从 草原 来 很 在乎 带
0,嗯 很 显然
0,说 人 为什么 会 喜欢 别人
0,去加 要 同意
1,好 吧 都 被 搞糊涂
0,小轩 小朋友 好
0,老杨 顺口 最后 多钱
0,说 这 害虫 能干 点 正事 行么
1,小姐 为 生活 接客 她们 有罪
0,觉得 什么 中国 动画片 好看
0,哦 好好 叫 哥哥 吧
0,知道 深圳 哪儿 鞋子 便宜 又 真皮
0,可以 发 那些 好笑 图片
1,锅锅 怎么 危险
0,最新 告白 方法
0,美女 喜欢 怎么办
0,那个 国家 支持
0,大家 都 很 喜欢 吧
0,哪 弄 好玩
1,多 无聊 机器人 都 玩 那么 嗨
0,健康 就 开始 超声波
0,越来越 喜欢 互联网 购物
0,那长 得 漂亮 不
0,当时 正好 过 估计 再也 打 不 出来
1,小贝 个 骗子
0,如果 爱上 一个 家庭 人 怎么办
0,大黄蜂 喜欢 科比 觉得 他 为 人 如何
0,讲 词 哪 全球 都 流行 讲 笑话 只能 逗得 自己 吧
1,担心 明天 考试成绩 不好 怎么办
1,唱歌 什么 最 骄傲
0,唉 下次 说话 要 严谨 一点 呦
0,从 郑州 山东 东营 创新 吉祥 有多远
1,机器人 碰 神经病
0,你光 支持 什么 用 又 不能 做爱
1,失恋 可 他 愿意 做 朋友 咋办
1,真的 认错 不好意思
0,谢谢 那 帮 做 什么
0,听 上去 挺不错 先讲 一个 笑话 玩玩 吧
1,这是 鄙视 不是 爱 想 哪 去 嗨
1,个 坑人 小虫 发 什么 东东
1,不 对 还有 一个 姐姐
0,成熟 才 女性美
1,就是 小 顽皮
1,这次 再 回答 夸夸 就 投诉
1,无效 技能 对 长亭 晚 请 接招 切切 于心
0,做 梦想 那
1,个 无知 机器人
1,喜欢 真的 傻子
1,怎么 服务 爽 不爽
0,但 十分 尊重
0,激光治疗 太田 痣 能 完全 好 不
0,嘻嘻 呵呵 哈哈 嘿嘿 认识 很 高兴
1,本兮 歌 无 语
0,因为 官渡 比 娱乐 好玩
1,弄不好 就 亏了
1,都 说 您 辛苦 谢谢您 啦
1,里 咯 哦 你好 可怜
1,亲 觉得 最近 一点 都 不好 所以 想 呜呜
0,朵儿 来 好笑 故事
0,那边 便宜 吧
0,等级 最高 多少级 呢
0,一单 或 叠加 真实 发货 要 签收 刷 江浙沪
1,努力 但是 成绩 不好
1,胃 隐隐作痛 肿 办
1,饿货 一饿 就 手软
0,对 温柔 点
1,悲伤 大 刘 大圣 今日 得分
1,那 给 来 段 伤感 文字
1,发达 十大 科技 大家 卡上 借口 借口
1,又 来 别 逼 发火 哦
0,最 喜欢 机器人 奋 啪啪
0,膜拜 不敢 就 回答 长 几几 没
0,钢铁 侠 哈哈
0,随便 好听 就行
0,来 几个 流行歌曲
0,我要 吃 幸福 吧
1,谦虚 过分 就是 骄傲
0,咱们 能否 像 个 正常人 一样 聊会天
0,觉得 吴海燕 这个 名字 好听 呗
0,方法 能易 入睡 嗎
0,为什么 找 一个 可以 真心 说话 人 那么 难 呢
0,勤劳 才 好孩子
1,妹妹 姐姐 失恋
1,好 郁闷 我们 老大 非要 装个 百度 商桥
0,那 给 讲个 好笑 点
1,当然 那 对 嘛 惹 生气
1,燕子 想 找个 情人 跟 说不出口
0,英语 中文 都 行 厉害
1,还是 机器人 好 好 没心没肺
0,这个 很 正常 嘛 店里 有时 还有 间谍 呢
0,白云 乖乖 真心 觉得 他们 不 漂亮
0,这个 机器人 主要 使用 做 什么 呢
0,机器人 人妖 很 开心
1,鄙视 表情 发错
0,丫头 回来 好开心
1,都 不 好看 听听 声音
0,为什么 要 好好学习 呢
1,我要 午觉 无聊 时候 再 来 打发 时间
1,高三 真的 很 紧张
1,无聊 时候 就 在家 玩玩
0,推荐 一个 好吃
0,哎哟 不错 哦 笑 摸 狗头
0,开心果 个 名字
1,妈 还 没 打 两个 就 死 掉
1,可能 会 自负
1,妈 刚刚 还 骂 呢
0,說 說 清楚
0,等 半天 美女 爆 照片
0,日本 好玩 不
1,哪有 只是 无聊 没话 找 话 说
0,推荐 会同 论坛 美女
0,群主 丑丑 杜马 都 喜欢 烈女 他们 要 征服
1,那个 号 无语
1,何 欣欣 个 大 傻 逼
0,哇塞 小小 好 聪明 哦
1,周 云龙 花心 大萝卜
1,别 撸 太 多 号 自己 会 恶心 死
0,谁 功夫茶 电话 制度 上
1,他 做 禽兽不如 事情 知道
1,辛苦 退 胡路 图 他
0,电脑 上 看着 不错
0,机器人 请 叫 蔡 强大 王
0,燕子 忠实 粉丝
0,说 美女 说 什么 歌曲 列表
1,发现 神经 不 正常
0,心爱 人 他 想
0,可以 把 头像 换成 可爱 点
0,美女图 看 没
0,不错 可是 时
1,哪有 骂人 都 气
1,州市 燎 不行
1,我学渣 她 学霸 人缘 不好 她 人缘 好 内向 她 外向
1,怀疑 给 杭盖
0,美女 出来 她 单身
0,怎样 哄 美女
0,走 你们 喧 开心
1,火车 哪里 投诉
0,喜欢 流行 男生
0,玩 什么 什么 好玩 游戏
1,想 恶心 死人
0,有种 想 哭 冲动 怎办
0,她 可爱 小强
1,要 知道 阳光 地方 必然 会 黑暗 往好 看 就行了
1,惹 他们 生气
1,因为 为 智商 发愁
1,长恨歌 来 听听
0,哈哈 太 可爱 耶
1,华蓥 耐 无望
1,识别 能力 太差 更新 一下
0,这个 机器人 就 好玩
0,要 谦虚 树 都 能 走路
1,天 哪 好无语
1,伪装 心痛 闭嘴
1,承认 自己 不 正常
0,本宫 威严 岂容 来 践踏
1,小 黄鸡 心情 很 不好
1,喜欢 一个 人会 变得 很 卑微
0,怎么 可能 叫 起床
0,不错 很 眼光 看好
0,理想 真的 完
1,就是说 可以 去 死 咯
1,这个 游戏 更 无聊
0,喜欢 男 还是 喜欢 动物
1,为什么 这个 号 不行 还 实习
1,可是 一个 正常 人 最近 考试 失利 情绪 时高时低 抱歉 啦
1,那幾個 都 不行
0,吹 着 舒服
1,抱歉 通讯录 中 未找到 匹配
1,自重 听到 腿短 就是 走得慢 就 很 伤心
0,也 加个 机器人 好使 不
0,现在 心情 怎么样
0,记 吧 小 禁止 上 镜
0,心 很 难 平静 时候 该 如何
1,恨 用 英文 怎写
1,诅咒 射 不 出来
1,拜拜 浪费 流量
0,给 说 很 清楚
0,小鸡 吃 小虫 天经地义
0,小 灰灰 列队欢迎
0,什么 歌 好听 发过来 听听
0,老实 点 呢
1,有个 小孩 这边 调皮
0,越 哭 就 越 开心
0,喜欢 把 快乐 事 别人 分享
1,信号 不好 不是 手机 问题
1,恩 傻子 说话 就 不 玩
1,卧槽 不行 耶 机器人 难道 没 这个 功能
0,有密 决定 好好 好好 好好
0,可 就 指望 帮 报仇
1,真 恶心 升到 级 啪啪 掉 级 一下 掉 级
1,一肖 那 才 心痛
1,去过 他们 村 一点 都 不好玩
0,我要 膜拜 全身
1,垃圾 背点 高难度 诗
0,很 高兴 认识 叫 发自
0,烟花 好看 不
0,考试 能 通过
0,要是 漂亮 爆照 给 看看
0,泰戈尔 真的 认真 零块 哈
1,什么 嘛 好笨 无聊 怎么办
0,舞韵 精神 体力 真棒
0,呵呵 知道 今天 更 漂亮
1,你 最 猥琐
1,镜子 对 着 都 会 惭愧
1,设置 看看 行不行
1,卟 男 卟 女 卟 伤心 是不是 人妖
1,都 不好意思 跟 你们 交代
1,额 群主 还 想 睡个 好觉 别吓人
0,逗比 什么 好玩
1,夜猫子 就是 无聊
0,秋水 美女 好
0,迎接 收藏 青春
0,还 会 接受
0,奋斗 成就 未来 汗水 浇灌 希望 什么 意思
0,岁 哦 好 成熟 哦
0,他会 奖励 什么
0,机器人 你好 请 给 奖励
0,刷群 好像 很 好 用 诶
1,说 不 做 飞机
